time,gFx,gFy,gFz,gFTotal
0.687744140625,0.0369415283203125,-0.610382080078125,-0.7676239013671875,0.981
0.7016291618347168,0.0467071533203125,-0.59503173828125,-0.7878570556640625,0.988
0.7085752487182617,0.069580078125,-0.5545501708984375,-0.796539306640625,0.973
0.7177519798278809,0.1092071533203125,-0.5464935302734375,-0.79229736328125,0.969
0.7280580997467041,0.106842041015625,-0.52166748046875,-0.771087646484375,0.937
0.7377791404724121,0.1115570068359375,-0.5329437255859375,-0.77490234375,0.947
0.7489321231842041,0.0858001708984375,-0.563720703125,-0.732879638671875,0.929
0.7581219673156738,0.0471038818359375,-0.5633544921875,-0.7300872802734375,0.923
0.7698180675506592,0.005340576171875,-0.6078338623046875,-0.7483673095703125,0.964
0.7782740592956543,-0.037628173828125,-0.64752197265625,-0.6914825439453125,0.948
0.7893691062927246,-0.0812225341796875,-0.677093505859375,-0.6623077392578125,0.951
0.7981700897216797,-0.091827392578125,-0.710693359375,-0.687255859375,0.993
0.8110010623931885,-0.065155029296875,-0.7012786865234375,-0.676971435546875,0.977
0.8181262016296387,-0.0312347412109375,-0.69915771484375,-0.658782958984375,0.961
0.8282411098480225,0.0006256103515625,-0.669677734375,-0.672515869140625,0.949
0.8385100364685059,0.0423126220703125,-0.6491851806640625,-0.719482421875,0.97
0.8484501838684082,0.074951171875,-0.6383514404296875,-0.711181640625,0.959
0.8589160442352295,0.0684356689453125,-0.625732421875,-0.691131591796875,0.935
0.8685050010681152,0.0573272705078125,-0.6402130126953125,-0.69427490234375,0.946
0.8820352554321289,0.0618133544921875,-0.6710205078125,-0.70147705078125,0.973
0.8885960578918457,0.0657958984375,-0.688568115234375,-0.681640625,0.971
0.8988261222839355,0.0815887451171875,-0.6811370849609375,-0.6594390869140625,0.952
0.911452054977417,0.098419189453125,-0.6360931396484375,-0.6072235107421875,0.885
0.9189691543579102,0.1093902587890625,-0.6276092529296875,-0.6242828369140625,0.892
0.9337191581726074,0.123321533203125,-0.61297607421875,-0.6880035400390625,0.93
0.9398312568664551,0.134185791015625,-0.593109130859375,-0.6803131103515625,0.912
0.9492361545562744,0.1370086669921875,-0.590789794921875,-0.67059326171875,0.904
0.9630200862884521,0.153961181640625,-0.568115234375,-0.665863037109375,0.889
0.9687442779541016,0.1840972900390625,-0.5490570068359375,-0.666351318359375,0.883
0.9794869422912598,0.201904296875,-0.5538482666015625,-0.6278839111328125,0.861
0.9907901287078857,0.164642333984375,-0.5613555908203125,-0.660614013671875,0.882
0.998711109161377,0.095977783203125,-0.617950439453125,-0.7252197265625,0.958
1.0118811130523682,0.0601043701171875,-0.6935882568359375,-0.72100830078125,1.002
1.0190420150756836,0.03729248046875,-0.7050018310546875,-0.6857147216796875,0.984
1.0344130992889404,-0.018646240234375,-0.6869659423828125,-0.6650543212890625,0.956
1.0397140979766846,-0.067718505859375,-0.6851806640625,-0.6678314208984375,0.959
1.048962116241455,-0.110748291015625,-0.709564208984375,-0.6733245849609375,0.984
1.0602402687072754,-0.1483612060546875,-0.739227294921875,-0.6874237060546875,1.02
1.0709750652313232,-0.19012451171875,-0.7672119140625,-0.739837646484375,1.083
1.0843391418457031,-0.287322998046875,-0.831878662109375,-0.765899658203125,1.167
1.0895819664001465,-0.359375,-0.8835906982421875,-0.7457275390625,1.211
1.0992932319641113,-0.3633575439453125,-0.90704345703125,-0.7088165283203125,1.207
1.1161112785339355,-0.3248443603515625,-0.8596649169921875,-0.694549560546875,1.152
1.119570255279541,-0.259979248046875,-0.8062591552734375,-0.688262939453125,1.091
1.129338264465332,-0.2176971435546875,-0.7574005126953125,-0.7161865234375,1.065
1.1423120498657227,-0.17156982421875,-0.7287750244140625,-0.7619476318359375,1.068
1.1492691040039062,-0.1654815673828125,-0.6647186279296875,-0.78692626953125,1.043
1.1641292572021484,-0.173126220703125,-0.5655975341796875,-0.7955169677734375,0.991
1.1694700717926025,-0.2069244384765625,-0.70733642578125,-0.7534637451171875,1.054
1.1795990467071533,-0.2272796630859375,-0.7960052490234375,-0.6891632080078125,1.077
1.1893501281738281,-0.1976470947265625,-0.8032379150390625,-0.6800689697265625,1.071
1.2000360488891602,-0.1962738037109375,-0.7548980712890625,-0.7292938232421875,1.068
1.2122249603271484,-0.1779937744140625,-0.7045745849609375,-0.76934814453125,1.058
1.2200541496276855,-0.1967620849609375,-0.690704345703125,-0.7593536376953125,1.045
1.2349052429199219,-0.21478271484375,-0.7222747802734375,-0.6959991455078125,1.026
1.2400760650634766,-0.2171173095703125,-0.7489013671875,-0.6347198486328125,1.005
1.2502501010894775,-0.2339324951171875,-0.7197265625,-0.5937347412109375,0.962
1.2605011463165283,-0.2442474365234375,-0.64776611328125,-0.5609588623046875,0.891
1.2697792053222656,-0.256561279296875,-0.631500244140625,-0.54144287109375,0.871
1.2834172248840332,-0.300811767578125,-0.6606903076171875,-0.5770111083984375,0.927
1.2905540466308594,-0.3441009521484375,-0.7179718017578125,-0.6590576171875,1.034
1.2999162673950195,-0.387115478515625,-0.8012542724609375,-0.6792144775390625,1.119
1.3100950717926025,-0.3687286376953125,-0.8082122802734375,-0.615692138671875,1.081
1.320892095565796,-0.3170013427734375,-0.7403564453125,-0.5308685302734375,0.965
1.329916000366211,-0.2409820556640625,-0.669708251953125,-0.465606689453125,0.851
1.3401899337768555,-0.263671875,-0.585174560546875,-0.471038818359375,0.796
1.3499090671539307,-0.357513427734375,-0.6839752197265625,-0.641845703125,1.004
1.3638272285461426,-0.27569580078125,-0.7858123779296875,-0.585662841796875,1.018
1.3708882331848145,-0.2516326904296875,-0.79791259765625,-0.5120086669921875,0.981
1.3799850940704346,-0.26373291015625,-0.846160888671875,-0.5737457275390625,1.056
1.391171932220459,-0.226104736328125,-0.8538055419921875,-0.5785064697265625,1.056
1.4000601768493652,-0.1778411865234375,-0.81439208984375,-0.6275482177734375,1.043
1.4109382629394531,-0.1472320556640625,-0.771820068359375,-0.6483612060546875,1.019
1.420238971710205,-0.1623382568359375,-0.7458648681640625,-0.6068572998046875,0.975
1.4337420463562012,-0.199005126953125,-0.7106170654296875,-0.5673675537109375,0.931
1.4407382011413574,-0.18084716796875,-0.642425537109375,-0.6029510498046875,0.899
1.450376033782959,-0.129852294921875,-0.6877899169921875,-0.701080322265625,0.991
1.461022138595581,-0.0854034423828125,-0.882659912109375,-0.7153778076171875,1.139
1.4708640575408936,-0.1909637451171875,-0.9737701416015625,-0.682373046875,1.204
1.4811630249023438,-0.1463165283203125,-1.034637451171875,-0.523895263671875,1.169
1.4905080795288086,-0.12554931640625,-0.937835693359375,-0.5010833740234375,1.071
1.5044701099395752,-0.1755828857421875,-0.8135528564453125,-0.6367340087890625,1.048
1.5105540752410889,-0.078887939453125,-0.7873077392578125,-0.6840667724609375,1.046
1.520707130432129,-0.0087127685546875,-0.77960205078125,-0.7596435546875,1.089
1.533170223236084,0.0038604736328125,-0.794403076171875,-0.770751953125,1.107
1.5406999588012695,0.016326904296875,-0.772430419921875,-0.6949005126953125,1.039
1.550879955291748,0.0352935791015625,-0.7075958251953125,-0.6927947998046875,0.991
1.560770034790039,0.04205322265625,-0.6639404296875,-0.681915283203125,0.953
1.5710201263427734,0.0241851806640625,-0.6431884765625,-0.67047119140625,0.929
1.584543228149414,-0.0162811279296875,-0.6568145751953125,-0.6114349365234375,0.898
1.5915250778198242,-0.1138916015625,-0.724456787109375,-0.51190185546875,0.894
1.601081132888794,-0.161773681640625,-0.7098541259765625,-0.4758758544921875,0.87
1.6110310554504395,-0.16357421875,-0.7134857177734375,-0.4586029052734375,0.864
1.6213440895080566,-0.198028564453125,-0.8459625244140625,-0.430419921875,0.97
1.6333250999450684,-0.2122955322265625,-0.95819091796875,-0.46636962890625,1.087
1.6411261558532715,-0.127410888671875,-0.8949127197265625,-0.56854248046875,1.068
1.6557011604309082,0.014739990234375,-0.8038482666015625,-0.6519775390625,1.035
1.6611442565917969,0.1351470947265625,-0.7516021728515625,-0.704864501953125,1.039
1.671079158782959,0.24249267578125,-0.7117919921875,-0.7734832763671875,1.079
1.6811881065368652,0.296142578125,-0.6446533203125,-0.8253173828125,1.088
1.6918959617614746,0.3180694580078125,-0.64068603515625,-0.8141021728515625,1.084
1.7036640644073486,0.31768798828125,-0.62109375,-0.7778778076171875,1.045
1.7110819816589355,0.2987213134765625,-0.653167724609375,-0.826934814453125,1.095
1.7262539863586426,0.3699188232421875,-0.6130218505859375,-0.8642578125,1.122
1.7312769889831543,0.4505767822265625,-0.5604248046875,-0.909271240234375,1.159
1.7412941455841064,0.606201171875,-0.543731689453125,-0.9392242431640625,1.243
1.7519631385803223,0.7320098876953125,-0.4498138427734375,-0.8535003662109375,1.211
1.7615840435028076,0.71160888671875,-0.3669586181640625,-0.6925048828125,1.059
1.7750272750854492,0.613433837890625,-0.3328857421875,-0.6303558349609375,0.94
1.782135009765625,0.5657806396484375,-0.3928070068359375,-0.59014892578125,0.907
1.7920451164245605,0.536773681640625,-0.502105712890625,-0.5799560546875,0.936
1.8020830154418945,0.4319915771484375,-0.618499755859375,-0.5422210693359375,0.929
1.8118319511413574,0.28546142578125,-0.647125244140625,-0.52435302734375,0.88
1.8260812759399414,0.1703033447265625,-0.6581268310546875,-0.4926910400390625,0.84
1.8317921161651611,0.1090545654296875,-0.677032470703125,-0.4691925048828125,0.831
1.8419570922851562,0.1385345458984375,-0.7210693359375,-0.5129241943359375,0.896
1.8525209426879883,0.303741455078125,-0.7526702880859375,-0.6022796630859375,1.011
1.8637652397155762,0.4542694091796875,-0.7175445556640625,-0.6739044189453125,1.084
1.8721370697021484,0.489990234375,-0.6178741455078125,-0.66986083984375,1.035
1.882162094116211,0.473876953125,-0.5318145751953125,-0.6590118408203125,0.97
1.8925011157989502,0.4647216796875,-0.5122528076171875,-0.6776885986328125,0.968
1.9052000045776367,0.4593505859375,-0.51593017578125,-0.7003631591796875,0.984
1.9122490882873535,0.4846649169921875,-0.4872283935546875,-0.707122802734375,0.986
1.9219880104064941,0.5405731201171875,-0.4638519287109375,-0.7329254150390625,1.022
1.9320192337036133,0.5594024658203125,-0.460662841796875,-0.7190093994140625,1.021
1.9420199394226074,0.5430145263671875,-0.3788604736328125,-0.73138427734375,0.987
1.9553322792053223,0.5402374267578125,-0.3329315185546875,-0.7476043701171875,0.981
1.9622011184692383,0.5456695556640625,-0.314971923828125,-0.74688720703125,0.977
1.9784770011901855,0.511260986328125,-0.32623291015625,-0.724853515625,0.945
1.9834201335906982,0.54779052734375,-0.3394927978515625,-0.7201385498046875,0.966
1.99232816696167,0.5630645751953125,-0.37506103515625,-0.6864471435546875,0.964
2.003939151763916,0.5570220947265625,-0.3742218017578125,-0.65069580078125,0.935
2.012946128845215,0.5706634521484375,-0.3382110595703125,-0.6225128173828125,0.91
2.026793956756592,0.59515380859375,-0.283294677734375,-0.5953826904296875,0.888
2.0324339866638184,0.6030426025390625,-0.21868896484375,-0.5968780517578125,0.876
2.0423922538757324,0.5937652587890625,-0.27752685546875,-0.577972412109375,0.874
2.0534541606903076,0.5562744140625,-0.39349365234375,-0.5738677978515625,0.891
2.0624799728393555,0.4828033447265625,-0.428924560546875,-0.5558929443359375,0.852
2.075148105621338,0.3773040771484375,-0.4569091796875,-0.5930023193359375,0.838
2.0827789306640625,0.2866668701171875,-0.4982147216796875,-0.693267822265625,0.901
2.098752975463867,0.2817230224609375,-0.576812744140625,-0.7237396240234375,0.967
2.103580951690674,0.3522796630859375,-0.577423095703125,-0.777984619140625,1.031
2.1129801273345947,0.34014892578125,-0.521484375,-0.7935791015625,1.009
2.1234312057495117,0.3320465087890625,-0.527130126953125,-0.7299652099609375,0.96
2.1332039833068848,0.4850311279296875,-0.645965576171875,-0.6425933837890625,1.032
2.1453499794006348,0.5389556884765625,-0.7779693603515625,-0.604705810546875,1.123
2.153006076812744,0.4925994873046875,-0.8455810546875,-0.6178131103515625,1.157
2.169827938079834,0.4873046875,-0.9178009033203125,-0.6755218505859375,1.239
2.1732051372528076,0.53057861328125,-0.931854248046875,-0.7895050048828125,1.332
2.1828370094299316,0.650665283203125,-0.8248748779296875,-0.802734375,1.322
2.193263053894043,0.73974609375,-0.66021728515625,-0.7711029052734375,1.256
2.2038230895996094,0.7746124267578125,-0.4814453125,-0.7557373046875,1.184
2.219542980194092,0.8400421142578125,-0.3831634521484375,-0.7761383056640625,1.206
2.223299980163574,0.936431884765625,-0.3688812255859375,-0.7796173095703125,1.273
2.23411226272583,0.874359130859375,-0.4209136962890625,-0.7397613525390625,1.22
2.248307228088379,0.711090087890625,-0.48443603515625,-0.686553955078125,1.101
2.2534852027893066,0.590484619140625,-0.5133056640625,-0.6963348388671875,1.047
2.2637252807617188,0.5391693115234375,-0.50531005859375,-0.6711578369140625,0.998
2.275144100189209,0.4965972900390625,-0.5186767578125,-0.642852783203125,0.964
2.283419132232666,0.470123291015625,-0.5639495849609375,-0.64129638671875,0.975
2.2994632720947266,0.4149627685546875,-0.6138763427734375,-0.6943817138671875,1.015
2.305936098098755,0.32965087890625,-0.6895294189453125,-0.677154541015625,1.021
2.3135509490966797,0.29376220703125,-0.761993408203125,-0.5765533447265625,1.0
2.324932098388672,0.230224609375,-0.7915802001953125,-0.537445068359375,0.984
2.334522247314453,0.2031402587890625,-0.761016845703125,-0.5378570556640625,0.954
2.3485450744628906,0.191436767578125,-0.6820831298828125,-0.50445556640625,0.87
2.353515148162842,0.1446685791015625,-0.6029052734375,-0.5690155029296875,0.842
2.3633790016174316,0.165985107421875,-0.59832763671875,-0.573974609375,0.846
2.373842239379883,0.2200775146484375,-0.5865020751953125,-0.55645751953125,0.838
2.383519172668457,0.2039794921875,-0.5987701416015625,-0.5863037109375,0.862
2.3955960273742676,0.247283935546875,-0.6022796630859375,-0.575653076171875,0.869
2.404524087905884,0.2791748046875,-0.5109100341796875,-0.631805419921875,0.859
2.4184279441833496,0.3169403076171875,-0.4632720947265625,-0.6757354736328125,0.878
2.423884153366089,0.3441314697265625,-0.4649810791015625,-0.6646728515625,0.881
2.433751106262207,0.29852294921875,-0.477447509765625,-0.61627197265625,0.835
2.4437732696533203,0.218170166015625,-0.498046875,-0.60089111328125,0.81
2.454071044921875,0.0941619873046875,-0.6096954345703125,-0.632568359375,0.884
2.465597152709961,-0.0406646728515625,-0.7867889404296875,-0.61627197265625,1.0
2.4747090339660645,-0.11297607421875,-0.8857574462890625,-0.546112060546875,1.047
2.48806095123291,-0.193023681640625,-0.87664794921875,-0.523651123046875,1.039
2.4939961433410645,-0.31390380859375,-0.795257568359375,-0.506683349609375,0.994
2.503901958465576,-0.3404998779296875,-0.755615234375,-0.52764892578125,0.983
2.5140981674194336,-0.2436370849609375,-0.8786163330078125,-0.6318359375,1.109
2.5239572525024414,-0.1800079345703125,-0.9116058349609375,-0.7212677001953125,1.176
2.535378932952881,-0.1707305908203125,-0.9197845458984375,-0.752685546875,1.201
2.5444581508636475,-0.2333831787109375,-0.916107177734375,-0.7972564697265625,1.237
2.557765007019043,-0.25006103515625,-0.8813018798828125,-0.7583770751953125,1.189
2.564617156982422,-0.196258544921875,-0.8985595703125,-0.66943359375,1.138
2.5805530548095703,-0.1335906982421875,-0.88818359375,-0.577117919921875,1.068
2.585361957550049,-0.0837860107421875,-0.75408935546875,-0.5577392578125,0.942
2.5948562622070312,-0.0368194580078125,-0.658447265625,-0.574951171875,0.875
2.6050901412963867,-0.0005035400390625,-0.633056640625,-0.671356201171875,0.923
2.614593029022217,0.0271453857421875,-0.58905029296875,-0.7371063232421875,0.944
2.628096103668213,0.049713134765625,-0.6405487060546875,-0.75311279296875,0.99
2.6349310874938965,0.0474700927734375,-0.6719818115234375,-0.7739715576171875,1.026
2.650860071182251,0.0551300048828125,-0.577972412109375,-0.7450408935546875,0.945
2.655738115310669,-0.0436553955078125,-0.5538177490234375,-0.6248321533203125,0.836
2.6644911766052246,-0.141754150390625,-0.60223388671875,-0.5653076171875,0.838
2.6771390438079834,-0.209808349609375,-0.7338409423828125,-0.5848236083984375,0.962
2.6851980686187744,-0.2035369873046875,-0.89508056640625,-0.6688079833984375,1.136
2.7010321617126465,-0.2263336181640625,-0.913818359375,-0.739532470703125,1.197
2.7047982215881348,-0.25390625,-0.8926239013671875,-0.75006103515625,1.193
2.7149240970611572,-0.2324981689453125,-0.945465087890625,-0.7066497802734375,1.203
2.726318120956421,-0.143035888671875,-0.9869537353515625,-0.683349609375,1.209
2.735116958618164,-0.1524505615234375,-0.885406494140625,-0.761138916015625,1.178
2.7488291263580322,-0.1930389404296875,-0.7918548583984375,-0.7031707763671875,1.076
2.755674123764038,-0.1603546142578125,-0.72509765625,-0.577789306640625,0.941
2.764820098876953,-0.1082763671875,-0.668609619140625,-0.505889892578125,0.845
2.7759311199188232,-0.12677001953125,-0.66241455078125,-0.5938262939453125,0.899
2.7856931686401367,-0.1381988525390625,-0.7499542236328125,-0.6749114990234375,1.018
2.7961881160736084,-0.2060546875,-0.7136688232421875,-0.7783203125,1.076
2.805316925048828,-0.2326202392578125,-0.73956298828125,-0.6942596435546875,1.041
2.8197059631347656,-0.241668701171875,-0.8145751953125,-0.5639190673828125,1.02
2.8249831199645996,-0.2415924072265625,-0.873931884765625,-0.520263671875,1.045
2.8362979888916016,-0.181640625,-0.9362640380859375,-0.5018768310546875,1.078
2.854668140411377,-0.0896453857421875,-0.8928375244140625,-0.523040771484375,1.039
2.8587541580200195,-0.021240234375,-0.87408447265625,-0.5368804931640625,1.026
2.8654661178588867,-0.0312347412109375,-0.86199951171875,-0.505462646484375,1.0
2.8753180503845215,-0.0542449951171875,-0.835357666015625,-0.513671875,0.982
2.8907432556152344,-0.059967041015625,-0.7484283447265625,-0.649932861328125,0.993
2.8955490589141846,-0.1376190185546875,-0.606842041015625,-0.8651580810546875,1.066
2.905609130859375,-0.1871795654296875,-0.560211181640625,-0.866241455078125,1.048
2.9155430793762207,-0.33123779296875,-0.5974578857421875,-0.888092041015625,1.12
2.9261550903320312,-0.5825042724609375,-0.6520538330078125,-0.8308258056640625,1.206
2.9390811920166016,-0.59857177734375,-0.7478790283203125,-0.779571533203125,1.235
2.945773124694824,-0.50396728515625,-0.784698486328125,-0.7339935302734375,1.187
2.9621620178222656,-0.5514373779296875,-0.630645751953125,-0.68115234375,1.08
2.9658331871032715,-0.607177734375,-0.434173583984375,-0.6761627197265625,1.007
2.975849151611328,-0.6276702880859375,-0.33966064453125,-0.551910400390625,0.902
2.9879860877990723,-0.608642578125,-0.25732421875,-0.33074951171875,0.739
2.996829032897949,-0.50830078125,-0.2827606201171875,-0.24176025390625,0.63
3.0107779502868652,-0.4042816162109375,-0.3150482177734375,-0.35491943359375,0.623
3.015878200531006,-0.3982086181640625,-0.3721160888671875,-0.477783203125,0.725
3.0260372161865234,-0.373443603515625,-0.378875732421875,-0.463531494140625,0.706
3.0376851558685303,-0.3587493896484375,-0.3297882080078125,-0.4789581298828125,0.683
3.046325206756592,-0.371826171875,-0.27813720703125,-0.626861572265625,0.78
3.0587940216064453,-0.3851776123046875,-0.296295166015625,-0.712310791015625,0.862
3.065948963165283,-0.4205169677734375,-0.3191070556640625,-0.7225189208984375,0.895
3.0814080238342285,-0.419830322265625,-0.400360107421875,-0.7126007080078125,0.919
3.0863571166992188,-0.467864990234375,-0.4374237060546875,-0.6874847412109375,0.94
3.095968246459961,-0.521697998046875,-0.4315338134765625,-0.767822265625,1.024
3.1067099571228027,-0.5113067626953125,-0.4903106689453125,-0.7537994384765625,1.034
3.116957187652588,-0.6523284912109375,-0.3893280029296875,-0.914886474609375,1.189
3.129843235015869,-0.9062652587890625,-0.371307373046875,-0.944671630859375,1.361
3.136367082595825,-1.1474761962890625,-0.353240966796875,-0.8155975341796875,1.451
3.1527440547943115,-1.3302154541015625,-0.294036865234375,-0.9337005615234375,1.652
3.1561951637268066,-1.379608154296875,-0.1672210693359375,-1.08087158203125,1.761
3.1671061515808105,-0.83746337890625,-0.5670166015625,-0.1299285888671875,1.02
3.1781110763549805,-0.0205230712890625,-1.6139984130859375,0.646331787109375,1.739
3.1870810985565186,-0.3594818115234375,-1.0382843017578125,-1.2130279541015625,1.637
3.201151132583618,-0.5314788818359375,-0.5252227783203125,-0.9197998046875,1.185
3.206362247467041,-0.420257568359375,-0.3162994384765625,-0.756011962890625,0.921
3.218149185180664,-0.198211669921875,-0.337921142578125,-0.7342071533203125,0.832
3.227008104324341,-0.071624755859375,-0.35162353515625,-0.87896728515625,0.949
3.2369232177734375,-0.07879638671875,-0.3951416015625,-1.136810302734375,1.206
3.2496509552001953,-0.1180267333984375,-0.5094757080078125,-1.1192779541015625,1.235
3.257132053375244,-0.20135498046875,-0.546112060546875,-0.948455810546875,1.113
3.2728030681610107,-0.3007354736328125,-0.5247039794921875,-0.7991943359375,1.002
3.277719020843506,-0.3983612060546875,-0.438140869140625,-0.78399658203125,0.983
3.2871201038360596,-0.4812164306640625,-0.3428497314453125,-0.7929840087890625,0.989
3.297995090484619,-0.5277557373046875,-0.3043365478515625,-0.7295684814453125,0.95
3.307152271270752,-0.5496368408203125,-0.3007965087890625,-0.567169189453125,0.845
3.3206231594085693,-0.535736083984375,-0.3630828857421875,-0.6667022705078125,0.929
3.327425003051758,-0.4326934814453125,-0.47607421875,-0.9361114501953125,1.136
3.343477249145508,-0.282958984375,-0.56268310546875,-1.0201416015625,1.199
3.347074031829834,-0.1842041015625,-0.55902099609375,-0.9430999755859375,1.112
3.3571581840515137,-0.1134490966796875,-0.4623260498046875,-0.8553009033203125,0.979
3.369688034057617,-0.07403564453125,-0.3889923095703125,-0.852752685546875,0.94
3.377106189727783,-0.0721893310546875,-0.413604736328125,-0.8935089111328125,0.987
3.3928301334381104,-0.110992431640625,-0.450958251953125,-0.8535614013671875,0.972
3.3978209495544434,-0.165985107421875,-0.4197845458984375,-0.870635986328125,0.981
3.407553195953369,-0.1831207275390625,-0.4311676025390625,-0.941558837890625,1.052
3.4194812774658203,0.07379150390625,-0.501861572265625,-0.96728515625,1.092
3.427370071411133,-0.0079345703125,-0.3232879638671875,-0.8597412109375,0.919
3.44246506690979,-0.0638275146484375,-0.2794647216796875,-0.9135284423828125,0.957
3.447282075881958,-0.0495147705078125,-0.2639007568359375,-0.8492889404296875,0.891
